앱 확장 소재,앱 확장 소재 유형,캠페인,광고그룹,일,전환,통화 코드,비용,노출수,클릭수,Revenue,유형,사이즈,투입일,시기,USP,Concept,언어,파일명,소재명,링크,hooking_strategy,audio_elements_bgm,audio_elements_sfx_emphasized,audio_elements_narration,audio_elements_cv,text_analysis_extracted_copy,text_analysis_core_usp,title_specific_system,title_specific_mechanic,title_specific_faction_race,title_specific_identified_character,title_specific_theme,title_specific_special_note,gameplay,visual_technique,environment,emotion,character_object,art_style,marketer_insight
260406_BNR_A-Character-Adventure02A-DA_S_1200x1200_EN.jpg;https://tpc.googlesyndication.com/simgad/11186665980784424187,가로형 이미지,HQ_HQ_PH_SEA-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406_2,2026-04-07,1,KRW,1013,401,48,0,BNR,정방형,2026-04-06,A,Character,Adventure02A,EN,260406_BNR_A-Character-Adventure02A-DA_S_1200x1200_EN,A-Character-Adventure02A-DA,https://tpc.googlesyndication.com/simgad/11186665980784424187,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,"PEPP HEROES: RELIC QUEST, PRE-REGISTER NOW","아트 퀄리티, 릴리즈 예고, 캐릭터, 수집형RPG",용병 모집(Gacha),렐릭 퀘스트,마그 탐험대,샤일린(Shylin),렐릭 탐험 어드벤처,,수집 및 도감,텍스트 오버레이,자연/야외 미학,"수집욕/소유욕, 참여와 임장감",,"2.5D 입체 그래픽, 2D 일러스트","[전략적 의도 - 정사각형 포맷에 맞춰 캐릭터 밀집도를 높여 시선 분산을 최소화하고 캐릭터 원화의 퀄리티를 강조] - [타겟 심리 - 모바일 환경에서 한눈에 들어오는 매력적인 캐릭터가 즉각적인 수집 욕구를 자극] - [성과 예측 및 확장 - 인스타그램 등 이미지 중심 매체에서 고효율이 기대되며, 보상 정보(10,000 다이아 등)를 결합한 베리에이션 제안]"
260406_BNR_A-Character-Adventure02A-DA_V_1200x1500_EN.jpg;https://tpc.googlesyndication.com/simgad/6053276405209869053,가로형 이미지,HQ_HQ_PH_SEA-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406_2,2026-04-07,1,KRW,1744,468,96,0,BNR,세로형,2026-04-06,A,Character,Adventure02A,EN,260406_BNR_A-Character-Adventure02A-DA_V_1200x1500_EN,A-Character-Adventure02A-DA,https://tpc.googlesyndication.com/simgad/6053276405209869053,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,"PEPP HEROES: RELIC QUEST, PRE-REGISTER NOW","아트 퀄리티, 릴리즈 예고, 캐릭터, 수집형RPG",용병 모집(Gacha),렐릭 퀘스트,마그 탐험대,샤일린(Shylin),렐릭 탐험 어드벤처,,수집 및 도감,텍스트 오버레이,자연/야외 미학,"수집욕/소유욕, 참여와 임장감",,"2.5D 입체 그래픽, 2D 일러스트",[전략적 의도 - 세로형 피드 최적화 비율을 통해 캐릭터 전신과 배경의 깊이감을 조화롭게 배치하여 어드벤처 컨셉을 명확히 전달] - [타겟 심리 - 광활한 2.5D 세계를 매력적인 영웅과 탐험하고 싶다는 욕구를 자극] - [성과 예측 및 확장 - 페이스북/인스타그램 뉴스피드에서 높은 점유율을 차지하여 노출 대비 클릭(CTR) 성과가 우수할 것으로 예측됨]
260406_BNR_A-Character-Keyart01A-DA_L_1200x628_EN.jpg;https://tpc.googlesyndication.com/simgad/7229897833742420635,가로형 이미지,HQ_HQ_PH_SEA-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406_2,2026-04-07,13,KRW,6113,"2,410",375,0,BNR,가로형,2026-04-06,A,Character,Keyart01A,EN,260406_BNR_A-Character-Keyart01A-DA_L_1200x628_EN,A-Character-Keyart01A-DA,https://tpc.googlesyndication.com/simgad/7229897833742420635,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,PEPP HEROES,"아트 퀄리티, 수집형RPG",수집형 RPG,분대 조합,마그 탐험대,"샤일린(Shylin), 메인 플레이어(PC)",렐릭 탐험 어드벤처,,수집 및 도감,텍스트 오버레이,자연/야외 미학,수집욕/소유욕,인간형 영웅,"2.5D 입체 그래픽, 2D 일러스트","[전략적 의도] 50여 종의 영웅 중 핵심 캐릭터들을 앙상블 형태로 배치하여 게임의 방대한 볼륨과 독보적인 2.5D 아트 퀄리티를 직관적으로 전달함. [타겟 심리] 고퀄리티 SD 캐릭터에 반응하는 서브컬처 및 캐주얼 RPG 유저들에게 수집에 대한 기대감을 부여함. [성과 예측 및 확장] 브랜딩 초기 단계에서 높은 CTR이 기대됨. 향후 보상 정보(예: 10,000 Diamonds)를 텍스트 오버레이로 추가하여 CVR을 보완하는 이터레이션 제안."
260406_BNR_A-Character-Keyart01A-DA_S_1200x1200_EN.jpg;https://tpc.googlesyndication.com/simgad/3824621935165149692,가로형 이미지,HQ_HQ_PH_SEA-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406_2,2026-04-07,3,KRW,817,485,60,0,BNR,정방형,2026-04-06,A,Character,Keyart01A,EN,260406_BNR_A-Character-Keyart01A-DA_S_1200x1200_EN,A-Character-Keyart01A-DA,https://tpc.googlesyndication.com/simgad/3824621935165149692,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,PEPP HEROES,"아트 퀄리티, 수집형RPG",수집형 RPG,분대 조합,마그 탐험대,"샤일린(Shylin), 메인 플레이어(PC)",렐릭 탐험 어드벤처,,수집 및 도감,텍스트 오버레이,자연/야외 미학,수집욕/소유욕,인간형 영웅,2.5D 입체 그래픽,"[전략적 의도] 정방형 포맷의 특성을 활용해 중앙의 로고와 주변 캐릭터 배치를 대칭적으로 구성, 모바일 피드에서 주목도를 높임. [타겟 심리] 개성 있는 캐릭터 디자인을 강조하여 유저의 '덕질' 포인트를 자극함. [성과 예측 및 확장] 인스타그램 채널에서 캐릭터 매력을 소구하기 적합함. 각 캐릭터별 개별 능력치를 강조하는 카드 뉴스 형태의 소재로 확장 가능."
260406_BNR_A-Character-Keyart01A-DA_V_1200x1500_EN.jpg;https://tpc.googlesyndication.com/simgad/7088308585232701242,가로형 이미지,HQ_HQ_PH_SEA-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406_2,2026-04-07,9,KRW,1157,442,66,0,BNR,세로형,2026-04-06,A,Character,Keyart01A,EN,260406_BNR_A-Character-Keyart01A-DA_V_1200x1500_EN,A-Character-Keyart01A-DA,https://tpc.googlesyndication.com/simgad/7088308585232701242,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,PEPP HEROES,"아트 퀄리티, 수집형RPG",수집형 RPG,분대 조합,마그 탐험대,"샤일린(Shylin), 메인 플레이어(PC)",렐릭 탐험 어드벤처,,수집 및 도감,텍스트 오버레이,자연/야외 미학,수집욕/소유욕,인간형 영웅,2.5D 입체 그래픽,[전략적 의도] 모바일 피드에서 가장 많은 면적을 차지하는 4:5 비율을 채택하여 브랜드 각인 효과를 극대화함. [타겟 심리] 정밀한 캐릭터 묘사를 통해 '수집하고 싶은 욕구'를 자극함. [성과 예측 및 확장] 중고관여 유저 타겟팅 시 안정적인 CVR이 기대됨. 하단 여백에 'Pre-register Now' 버튼과 보상 내역($100 Value)을 추가하여 전환을 유도하는 소재로 변주 가능.
260406_BNR_A-Character-Keyart02A-DA_L_1200x628_EN.jpg;https://tpc.googlesyndication.com/simgad/12671710964202932656,가로형 이미지,HQ_HQ_PH_SEA-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406_2,2026-04-07,7,KRW,4058,"1,755",250,0,BNR,가로형,2026-04-06,A,Character,Keyart02A,EN,260406_BNR_A-Character-Keyart02A-DA_L_1200x628_EN,A-Character-Keyart02A-DA,https://tpc.googlesyndication.com/simgad/12671710964202932656,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,PEPP Heroes,"아트 퀄리티, 캐릭터",수집형 RPG,8인 실시간 전투,마그 탐험대,"플레이어 캐릭터(PC), 주요 영웅 6종",히어로 수집 육성,,수집 및 도감,텍스트 오버레이,심플/클린 UI,"수집욕/소유욕, 참여와 임장감","인간형 영웅, 군단/대규모 유닛","2.5D 입체 그래픽, 2D 일러스트",[전략적 의도 - 다양한 영웅 라인업을 노출하여 게임의 핵심 가치인 '수집'의 재미를 직관적으로 전달함. / 타겟 심리 - 독창적인 2.5D 그래픽과 글로벌 시장에 친숙한 아트 스타일을 통해 고퀄리티 수집형 RPG를 찾는 유저의 미적 욕구를 자극함. / 성과 예측 및 확장 - 브랜드 인지 단계에서 높은 클릭률(CTR)이 예상됨. 향후 이 비주얼 위에 '20+ SSR Heroes' 혹은 '$100 Worth Rewards' 등의 보상 텍스트를 결합한 베리에이션 소재 제작 시 전환율(CVR) 극대화가 가능할 것으로 판단됨.]
260406_BNR_A-Character-Keyart02A-DA_S_1200x1200_EN.jpg;https://tpc.googlesyndication.com/simgad/15775815948051445986,가로형 이미지,HQ_HQ_PH_SEA-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406_2,2026-04-07,2,KRW,1113,368,51,0,BNR,정방형,2026-04-06,A,Character,Keyart02A,EN,260406_BNR_A-Character-Keyart02A-DA_S_1200x1200_EN,A-Character-Keyart02A-DA,https://tpc.googlesyndication.com/simgad/15775815948051445986,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,PEPP Heroes,"아트 퀄리티, 캐릭터",수집형 RPG,8인 실시간 전투,마그 탐험대,"플레이어 캐릭터(PC), 주요 영웅 6종",히어로 수집 육성,,수집 및 도감,텍스트 오버레이,심플/클린 UI,"수집욕/소유욕, 참여와 임장감","인간형 영웅, 군단/대규모 유닛","2.5D 입체 그래픽, 2D 일러스트","[전략적 의도 - 1:1 정방형 비율 내에서 캐릭터들의 밀도를 높여 풍성한 수집 볼륨을 강조함. / 타겟 심리 - 캐릭터 각자의 개성 있는 디자인을 근접해서 보여줌으로써 특정 캐릭터(ex. 백곰, 엘프 등)에 대한 호감을 유발하고 수집 동기를 부여함. / 성과 예측 및 확장 - 인스타그램/페이스북 피드 광고에서 준수한 효율이 예상됨. 캐릭터별 개별 능력치를 텍스트로 추가하여 전략성을 강조하는 형태로 확장 가능함.]"
260406_BNR_A-Character-Keyart02A-DA_V_1200x1500_EN.jpg;https://tpc.googlesyndication.com/simgad/18162838063878595171,가로형 이미지,HQ_HQ_PH_SEA-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406_2,2026-04-07,2,KRW,1284,385,60,0,BNR,세로형,2026-04-06,A,Character,Keyart02A,EN,260406_BNR_A-Character-Keyart02A-DA_V_1200x1500_EN,A-Character-Keyart02A-DA,https://tpc.googlesyndication.com/simgad/18162838063878595171,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,PEPP Heroes,"아트 퀄리티, 캐릭터",수집형 RPG,8인 실시간 전투,마그 탐험대,"플레이어 캐릭터(PC), 주요 영웅 6종",히어로 수집 육성,,수집 및 도감,텍스트 오버레이,심플/클린 UI,"수집욕/소유욕, 참여와 임장감","인간형 영웅, 군단/대규모 유닛","2.5D 입체 그래픽, 2D 일러스트",[전략적 의도 - 상하 확장된 공간을 활용하여 캐릭터 전신 실루엣과 로고의 균형을 맞춤. / 타겟 심리 - 다양한 종족과 직업이 섞인 영웅 그룹을 통해 넓은 세계관과 풍부한 콘텐츠 볼륨을 인지함. / 성과 예측 및 확장 - 페이스북 피드 영역에서 가장 안정적인 시각적 전달력을 가짐. 'Collect 50+ Legendary Heroes'와 같은 수치 기반 카피를 상단에 배치하여 정보 전달력을 강화하는 것을 추천함.]
260406_BNR_A-Character-Life01A-DA_L_1200x628_EN.jpg;https://tpc.googlesyndication.com/simgad/4842260928888903016,가로형 이미지,HQ_HQ_PH_SEA-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406_2,2026-04-07,12,KRW,4948,"2,195",304,0,BNR,가로형,2026-04-06,A,Character,Life01A,EN,260406_BNR_A-Character-Life01A-DA_L_1200x628_EN,A-Character-Life01A-DA,https://tpc.googlesyndication.com/simgad/4842260928888903016,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,"PEPP HEROES, PLAY FOR FREE","아트 퀄리티, 전략성, 수집형RPG","8인 실시간 전투, 8종 직업 및 4종 클래스 체계","렐릭 퀘스트, 8인 실시간 전투",마그 탐험대,카르벨(Karbel),"렐릭 탐험 어드벤처, 히어로 수집 육성",,"수집 및 도감, 탐험 및 발견","텍스트 오버레이, 심플/클린 UI",자연/야외 미학,"휴식과 힐링, 수집욕/소유욕","SD/치비 캐릭터, 인간형 영웅","2.5D 입체 그래픽, 2D 일러스트","[전략적 의도] 가로형 네트워크 배너에 최적화하여 광활한 2.5D 월드의 공간감을 넓게 표현함. [타겟 심리] 넓은 필드를 개척하고 탐험하는 '어드벤처' 요소에 집중하는 유저층 타겟팅. [성과 예측 및 확장] 타 매체 리마케팅 시 효과적일 것으로 보이며, 우측 여백에 '50+ 히어로 수집' 문구를 삽입하여 정보 전달력을 보강하는 방향 추천."
260406_BNR_A-Character-Life01A-DA_S_1200x1200_EN.jpg;https://tpc.googlesyndication.com/simgad/1365671312776743899,가로형 이미지,HQ_HQ_PH_SEA-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406_2,2026-04-07,1,KRW,1362,533,76,0,BNR,정방형,2026-04-06,A,Character,Life01A,EN,260406_BNR_A-Character-Life01A-DA_S_1200x1200_EN,A-Character-Life01A-DA,https://tpc.googlesyndication.com/simgad/1365671312776743899,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,"PEPP HEROES, PLAY FOR FREE","아트 퀄리티, 캐릭터, 수집형RPG","8인 실시간 전투, 8종 직업 및 4종 클래스 체계","렐릭 퀘스트, 8인 실시간 전투",마그 탐험대,카르벨(Karbel),"렐릭 탐험 어드벤처, 히어로 수집 육성",,"수집 및 도감, 탐험 및 발견","텍스트 오버레이, 심플/클린 UI",자연/야외 미학,"휴식과 힐링, 수집욕/소유욕","SD/치비 캐릭터, 인간형 영웅","2.5D 입체 그래픽, 2D 일러스트","[전략적 의도] 고퀄리티 일러스트와 실제 게임 화면을 스마트폰 프레임에 합성하여 유저에게 매력적인 첫인상과 신뢰도를 동시에 제공함. [타겟 심리] 복잡한 조작보다 아기자기한 캐릭터와 평화로운 분위기를 선호하는 캐주얼 RPG 유저의 '힐링 욕구'를 공략. [성과 예측 및 확장] 높은 CTR이 예상되며, 추후 '사전예약 보상($100 가치)' 카피를 추가하여 전환율(CVR)을 극대화할 필요가 있음."
260406_BNR_A-Character-Life01A-DA_V_1200x1500_EN.jpg;https://tpc.googlesyndication.com/simgad/4106688461642527637,가로형 이미지,HQ_HQ_PH_SEA-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406_2,2026-04-07,4,KRW,2003,642,130,0,BNR,세로형,2026-04-06,A,Character,Life01A,EN,260406_BNR_A-Character-Life01A-DA_V_1200x1500_EN,A-Character-Life01A-DA,https://tpc.googlesyndication.com/simgad/4106688461642527637,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,"PEPP HEROES, PLAY FOR FREE","아트 퀄리티, 캐릭터, 수집형RPG","8인 실시간 전투, 8종 직업 및 4종 클래스 체계","렐릭 퀘스트, 8인 실시간 전투",마그 탐험대,카르벨(Karbel),"렐릭 탐험 어드벤처, 히어로 수집 육성",,"수집 및 도감, 탐험 및 발견","텍스트 오버레이, 심플/클린 UI",자연/야외 미학,"휴식과 힐링, 수집욕/소유욕","SD/치비 캐릭터, 인간형 영웅","2.5D 입체 그래픽, 2D 일러스트","[전략적 의도] 인스타그램 피드 및 고정 광고 영역에서 캐릭터 디자인의 디테일을 강조하기 위한 중간 비율 활용. [타겟 심리] 수집형 장르 핵심인 '덕질' 요소를 극대화하여 소유욕 자극. [성과 예측 및 확장] 안정적인 성과가 예상되나, 보스와의 대치 장면을 하단에 작게 대조시켜 '도전과 승부욕'을 한 스푼 섞는 것이 효율 개선에 유리함."
260406_BNR_A-Charater-Collection01A-DA_S_1200x1200_EN.jpg;https://tpc.googlesyndication.com/simgad/2322926171558263908,가로형 이미지,HQ_HQ_PH_SEA-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406_2,2026-04-07,2,KRW,1447,534,79,0,BNR,정방형,2026-04-06,A,Charater,Collection01A,EN,260406_BNR_A-Charater-Collection01A-DA_S_1200x1200_EN,A-Charater-Collection01A-DA,https://tpc.googlesyndication.com/simgad/2322926171558263908,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,"Get Pepp'd, com2us, PEPP HEROES","아트 퀄리티, 캐릭터, 수집형RPG",수집형 RPG,용병 모집(Gacha),마그 탐험대,다수의 SD 영웅,히어로 수집 육성,,수집 및 도감,텍스트 오버레이,심플/클린 UI,수집욕/소유욕,SD/치비 캐릭터,2.5D 입체 그래픽,"[전략적 의도 - 타겟 심리 - 성과 예측 및 확장] 정방형 구도에 캐릭터를 밀도 있게 채워 넣어 수집의 풍성함을 극대화함. 복잡한 설명보다 시각적인 '풍성함'에 반응하는 유저를 타겟팅. SNS 채널에서 높은 주목도를 확보할 수 있으며, 캐릭터 등급을 표기한 변주를 통해 전환율 개선 가능."
260406_BNR_A-Charater-Collection01A-DA_V_1200x1500_EN.jpg;https://tpc.googlesyndication.com/simgad/5699446522298240409,가로형 이미지,HQ_HQ_PH_SEA-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406_2,2026-04-07,2,KRW,1587,422,78,0,BNR,세로형,2026-04-06,A,Charater,Collection01A,EN,260406_BNR_A-Charater-Collection01A-DA_V_1200x1500_EN,A-Charater-Collection01A-DA,https://tpc.googlesyndication.com/simgad/5699446522298240409,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,"Get Pepp'd, com2us, PEPP HEROES","아트 퀄리티, 캐릭터, 수집형RPG",수집형 RPG,용병 모집(Gacha),마그 탐험대,다수의 SD 영웅,히어로 수집 육성,,수집 및 도감,텍스트 오버레이,심플/클린 UI,수집욕/소유욕,SD/치비 캐릭터,2.5D 입체 그래픽,"[전략적 의도 - 타겟 심리 - 성과 예측 및 확장] 확장된 세로 뷰를 통해 '50종 이상의 영웅' 리소스를 더 풍성하게 노출함. 다양한 클래스 조합을 상상하게 함으로써 전략적 흥미를 유발. 안정적인 퍼포먼스가 예상되며, '무료 소환권 보상' 등 직접적인 혜택 텍스트를 추가하여 전환율(CVR) 극대화 가능."
260406_BNR_A-Mob-Adventure01A-DA_L_1200x628_EN.jpg;https://tpc.googlesyndication.com/simgad/16600105301133976800,가로형 이미지,HQ_HQ_PH_SEA-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406_2,2026-04-07,14,KRW,4548,"1,861",264,0,BNR,가로형,2026-04-06,A,Mob,Adventure01A,EN,260406_BNR_A-Mob-Adventure01A-DA_L_1200x628_EN,A-Mob-Adventure01A-DA,https://tpc.googlesyndication.com/simgad/16600105301133976800,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,"Peppy & Ready to Fight, PLAY FOR FREE","아트 퀄리티, 캐릭터, 수집형RPG",8인 실시간 전투,8종 직업 및 4종 클래스 체계,고블린,,렐릭 탐험 어드벤처,몬스터 군단 중심의 구도,"전투 및 액션, 탐험 및 발견",텍스트 오버레이,자연/야외 미학,"참여와 임장감, 수집욕/소유욕","SD/치비 캐릭터, 군단/대규모 유닛","2.5D 입체 그래픽, 2D 일러스트","[전략적 의도 - 영웅 중심의 정형화된 광고에서 벗어나, 생동감 넘치는 몬스터 군단을 전면에 배치하여 독보적인 2.5D 아트 스타일과 세계관의 확장성을 소구함. 타겟 심리 - 단순한 숫자 싸움이 아닌, 매력적인 개성을 가진 적들과 조우하는 '진짜 어드벤처'에 대한 갈증을 자극함. 성과 예측 및 확장 - 독특한 크리처 디자인 덕분에 고관여 RPG 유저층에서 높은 CTR이 예상됨. 차후 영웅 스쿼드와 몬스터 군단이 대치하는 구도의 소재로 확장하여 전략적 시너지를 강조할 필요가 있음.]"
260406_BNR_A-Mob-Adventure01A-DA_S_1200x1200_EN.jpg;https://tpc.googlesyndication.com/simgad/9569657006008026943,가로형 이미지,HQ_HQ_PH_SEA-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406_2,2026-04-07,3,KRW,1464,515,80,0,BNR,정방형,2026-04-06,A,Mob,Adventure01A,EN,260406_BNR_A-Mob-Adventure01A-DA_S_1200x1200_EN,A-Mob-Adventure01A-DA,https://tpc.googlesyndication.com/simgad/9569657006008026943,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,"Peppy & Ready to Fight, PLAY FOR FREE","아트 퀄리티, 캐릭터, 수집형RPG",8인 실시간 전투,8종 직업 및 4종 클래스 체계,고블린,,렐릭 탐험 어드벤처,몬스터 군단 중심의 구도,"전투 및 액션, 탐험 및 발견",텍스트 오버레이,자연/야외 미학,"참여와 임장감, 수집욕/소유욕","SD/치비 캐릭터, 군단/대규모 유닛","2.5D 입체 그래픽, 2D 일러스트","[전략적 의도 - 1:1 비율에 최적화된 구성을 통해 개별 캐릭터의 디테일을 강조하며, 펩 히어로즈 특유의 '생동감 넘치는 2.5D 세계'를 밀도 있게 전달함. 타겟 심리 - 3등신 SD 캐릭터의 귀여움과 전투의 긴장감이 공존하는 미학적 반전에서 흥미를 느낌. 성과 예측 및 확장 - SNS 피드 노출 시 아트 퀄리티만으로 유저의 시선을 멈추게 할 가능성이 큼(Thumb-stop). 동일 구도에서 시간 배경(밤/낮)이나 날씨 기믹을 변경한 베리에이션 소재 생성을 추천함.]"
260406_BNR_A-Mob-Adventure01A-DA_V_1200x1500_EN.jpg;https://tpc.googlesyndication.com/simgad/16351660437053448831,가로형 이미지,HQ_HQ_PH_SEA-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406_2,2026-04-07,4,KRW,903,349,57,0,BNR,세로형,2026-04-06,A,Mob,Adventure01A,EN,260406_BNR_A-Mob-Adventure01A-DA_V_1200x1500_EN,A-Mob-Adventure01A-DA,https://tpc.googlesyndication.com/simgad/16351660437053448831,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,"Peppy & Ready to Fight, PLAY FOR FREE","아트 퀄리티, 캐릭터, 수집형RPG",8인 실시간 전투,8종 직업 및 4종 클래스 체계,고블린,,렐릭 탐험 어드벤처,몬스터 군단 중심의 구도,"전투 및 액션, 탐험 및 발견",텍스트 오버레이,자연/야외 미학,"참여와 임장감, 수집욕/소유욕","SD/치비 캐릭터, 군단/대규모 유닛","2.5D 입체 그래픽, 2D 일러스트",[전략적 의도 - 다양한 플랫폼 규격에 대응하면서도 핵심 카피와 캐릭터의 위계(Hierarchy)를 유지하여 브랜드 각인 효과를 노림. 타겟 심리 - 'Ready to Fight'라는 카피와 준비된 몬스터들의 모습을 통해 모험의 시작점에 서 있는 듯한 설렘을 유발함. 성과 예측 및 확장 - 안정적인 구도로 범용적인 성과가 기대됨. 효율 최적화를 위해 우측 하단 여백에 '사전예약 보상($100 가치)' 아이콘을 오버레이하여 보상 심리를 직접적으로 자극하는 변주를 제안함.]
251118_BNR_A-Character-Adventure03A-DA_S_1200x1200_EN.jpg;https://tpc.googlesyndication.com/simgad/10208753457933375751,가로형 이미지,HQ_HQ_PH_SEA-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406,2026-04-07,4,KRW,2139,845,141,0,BNR,정방형,2025-11-18,A,Character,Adventure03A,EN,251118_BNR_A-Character-Adventure03A-DA_S_1200x1200_EN,A-Character-Adventure03A-DA,https://tpc.googlesyndication.com/simgad/10208753457933375751,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,"Every Hero Needs a Little Pepp, PEPP HEROES, com2us","캐릭터, 아트 퀄리티","수집형 RPG, 8인 실시간 전투","렐릭 퀘스트, 유물 시스템(Relic)",마그 탐험대,인간형 영웅 소대,"렐릭 탐험 어드벤처, 히어로 수집 육성",,"수집 및 도감, 탐험 및 발견",텍스트 오버레이,자연/야외 미학,"수집욕/소유욕, 휴식과 힐링","인간형 영웅, SD/치비 캐릭터","2.5D 입체 그래픽, 2D 일러스트","[전략적 의도] 정사각형 규격 내에서 주요 영웅 군단을 밀도 있게 배치하여 수집형 게임으로서의 풍성함을 강조함. [타겟 심리] 한눈에 들어오는 영웅들의 집합체를 통해 '나만의 팀'을 꾸리고 싶은 욕구 자극. [성과 예측 및 확장] 피드 노출 시 주목도가 높을 것으로 예상되며, 특정 SSR 영웅의 능력치를 태그로 추가하여 수집 가치를 높이는 방향으로 확장 가능."
251118_BNR_A-Character-Adventure03A-DA_V_1200x1500_EN.jpg;https://tpc.googlesyndication.com/simgad/7801812518978402727,가로형 이미지,HQ_HQ_PH_SEA-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406,2026-04-07,8,KRW,2856,836,158,0,BNR,세로형,2025-11-18,A,Character,Adventure03A,EN,251118_BNR_A-Character-Adventure03A-DA_V_1200x1500_EN,A-Character-Adventure03A-DA,https://tpc.googlesyndication.com/simgad/7801812518978402727,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,"Every Hero Needs a Little Pepp, PEPP HEROES, com2us","캐릭터, 아트 퀄리티","수집형 RPG, 8인 실시간 전투","렐릭 퀘스트, 유물 시스템(Relic)",마그 탐험대,인간형 영웅 소대,"렐릭 탐험 어드벤처, 히어로 수집 육성",,"수집 및 도감, 탐험 및 발견",텍스트 오버레이,자연/야외 미학,"수집욕/소유욕, 휴식과 힐링","인간형 영웅, SD/치비 캐릭터","2.5D 입체 그래픽, 2D 일러스트","[전략적 의도] 4:5 규격에 맞춰 상단 로고와 중앙 슬로건, 하단 캐릭터 배치를 조화롭게 구성하여 시각적 안정감을 제공함. [타겟 심리] 정돈된 그래픽과 귀여운 캐릭터 디자인을 통해 가볍게 즐길 수 있는 미드코어 RPG를 찾는 유저의 관심 유도. [성과 예측 및 확장] 페이스북/인스타그램 피드에서 높은 도달률이 예상됨. 영웅 한 명을 주인공으로 한 '단독 영웅 집중형' 소재와의 A/B 테스트를 통해 더 높은 반응을 보이는 캐릭터 타입을 분석하는 시도가 필요함."
